LEI,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
95980020140005881190,0.0951139569908498,0.0013211689479585838,0.2144629947599071,0.0187224046247298,0.01537117494929699,0.05624881142362132,0.17589142700605276,0.08059089584981084,0.04566509470983135,0.01364894461065005,0.127318771350547,0.04536061704056166,0.04342960384466399,0.03129573569271285,0.00026805701176607134,0.009661780798159174,0.01176777345663674,0.003570985093235542,0.010289801839008529
96950001WI712W7PQG45,0.004060576292614201,0.00039220082990372896,0.04329417430633729,0.0031617995955610994,0.0026410352338953956,0.07045350224846612,0.6691707930033229,0.023494443784050086,0.008704967331881457,0.00869937882634808,0.001085846985451624,0.007591310815506133,0.02999133236683967,0.06632984178120434,0.00884346386272911,0.0076333712957683715,0.02087481738261031,0.005349850484400724,0.01822729357310917
9695000CG7B84NLR5984,0.04585500454161829,0.0019093559358476036,0.06154055159949133,0.014675423042309524,0.004708774757198071,0.051456356241087846,0.08133405145656014,0.03337388582563595,0.025039900054340473,0.013633335555573643,0.057627550951229164,0.33122418247432145,0.09194881918845292,0.037176272296990616,0.0005747864064230336,0.0073417007028952,0.037923005419782545,0.00650726087488926,0.0961497826753527
96950066U5XAAIRCPA78,0.0015785460120207426,0.00042951486157768743,0.045767257947635025,0.03865259417950531,0.006283238214427919,0.04832928034587078,0.050650536079504115,0.05457514940055506,0.0156704438253651,0.026707763882050085,0.019451378982782163,0.5236354222416867,0.1134026593268152,0.03585235388342899,0.006162292298608898,0.0010384231944595358,0.005287658740492259,0.005315786766232598,0.0012096998169818143
969500STN7T9MRUMJ267,0.004760658403332648,0.0024029954661095197,0.11152310099899267,0.10721637446277017,0.008847496824072886,0.03348843350333614,0.08845665186199694,0.02958653040055968,0.05075956907927322,0.05718317640954597,0.09465648698733174,0.22931292299080425,0.12011807677765944,0.04183364159658175,0.0,0.003590386918263543,0.0047811391278562215,0.006135866184225469,0.005346492007287731
9CZ7TVMR36CYD5TZBS50,0.0026449514105709292,0.004982374665104017,0.07114594111104162,0.011012455206309238,0.0028705978971994514,0.19470093596699117,0.04220099121515584,0.021778969575174282,0.025065641125536366,0.03096072300965525,0.03749821996490119,0.4162341177304166,0.07109650502529234,0.01106343098241807,0.0004502023365912049,0.00025941041431596143,0.00688807472346258,0.0009290862369331075,0.04821737140293101
9ZHRYM6F437SQJ6OUG95,0.028340153369075027,0.007154087932032685,0.2010701766665544,0.04643971548248593,0.008442756792455668,0.045368923952439556,0.1997708100620364,0.0588134433311616,0.016542538221571684,0.03849693071130331,0.011219366088972768,0.1856411827021684,0.10365959304444325,0.029423534172168735,0.00020193324438434325,0.0008994256882788364,0.011919058453437596,0.004141211097148471,0.0024551589878815464
A5GWLFH3KM7YV2SFQL84,0.0031422403952142052,0.0010787658663233273,0.08878051967049026,0.041879560097689054,0.02342022498398045,0.1293935147075735,0.13123180724849093,0.035588721371618386,0.019445642854353722,0.0216036145872059,0.08284952527364599,0.13550135094100374,0.11014781082661608,0.04032420889205442,0.008151384579351056,0.002464072437651587,0.10145980541926242,0.015310171804741448,0.00822705804273359
AT0000000000043000VB,0.013432150195686358,0.004494229076617644,0.04560880187659057,0.02610053220264346,0.0058695011326113005,0.10025386389215381,0.0808431619797352,0.02481507790157224,0.11350848921808876,0.005547227600766667,0.0011026194450335976,0.4888692426583995,0.05644149070827842,0.011961805673350947,0.00022669613620301127,0.002614185761661925,0.009402109036658323,0.004439633662728429,0.004469181841220005
B81CK4ESI35472RHJ606,0.0011475248890191895,0.005865231769774228,0.1504313152417235,0.04755916337683914,0.024633918964730977,0.024997120807721988,0.05960496501868631,0.03502067744336058,0.0011913175070264038,0.04305007244242517,0.0,0.4507763357358275,0.07719289286515257,0.03802428888952303,0.0,0.0025606509546370936,0.011644921619522521,0.002649024406093606,0.023650578067936318
BFXS5XCH7N0Y05NIXW11,0.06549211116251971,0.01583522368754581,0.06491086206869638,0.03045784381178131,0.00706165466889234,0.03789709969383625,0.08252899052161301,0.10203266431271617,0.010678823024665034,0.06685392228321124,0.22837306453785464,0.14096190847355977,0.06424660471609435,0.0494302259375041,1.0320624485408373e-05,0.0007791225474356788,0.02708337716346614,0.0028437135397564846,0.0025224672243661993
